,log_price,lat,long
0,12.309982108920686,47.5112,-122.257
1,13.195613839143922,47.721000000000004,-122.319
2,12.100712129872347,47.7379,-122.23299999999999
3,13.311329476916953,47.5208,-122.39299999999999
4,13.142166004700508,47.6168,-122.045
5,14.0225247273486,47.6561,-122.005
6,12.458774999085929,47.3097,-122.32700000000001
8,12.343658308482738,47.5123,-122.337
9,12.685407602204794,47.3684,-122.031
10,13.403775836842515,47.6007,-122.145
11,13.056223574899784,47.69,-122.292
12,12.644327576461329,47.7558,-122.229
13,12.89921982609012,47.6127,-122.045
14,13.180632285528304,47.67,-122.39399999999999
15,13.38472764187182,47.5714,-122.375
16,12.886641043883259,47.7277,-121.962
17,13.091904169919621,47.6648,-122.34299999999999
18,12.14950229404178,47.3089,-122.21
19,12.345834587905333,47.3343,-122.306
20,12.86099861326992,47.7025,-122.34100000000001
21,14.508657738524219,47.5316,-122.23299999999999
22,12.560244459250788,47.3266,-122.169
23,12.439958293376286,47.3533,-122.166
24,12.70381302974751,47.3739,-122.17200000000001
25,12.358793732547838,47.3048,-122.21799999999999
26,13.750438561220559,47.6386,-122.36
27,13.410545324897761,47.6221,-122.314
28,12.989974189358584,47.695,-122.304
29,13.485616636703183,47.7073,-122.11
30,13.271645080120082,47.5391,-122.07
31,12.542544882151386,47.7274,-122.35700000000001
32,13.440817108522863,47.6823,-122.368
33,13.190022025878143,47.6889,-122.375
34,12.683858415217964,47.4276,-122.15700000000001
35,13.453104939316557,47.6827,-122.31
36,13.217673557208654,47.6621,-122.132
37,13.369223455335854,47.6702,-122.36200000000001
38,12.388394202324129,47.3341,-122.28200000000001
39,13.312983737012978,47.5301,-122.18
40,13.345506928718539,47.6145,-122.027
41,13.560618308335483,47.445,-122.34700000000001
42,13.666998948650464,47.6848,-122.016
43,13.437174117244362,47.6413,-122.36399999999999
44,12.641096555879882,47.4485,-122.175
45,13.098070684835283,47.7443,-121.977
46,12.257193425037888,47.3066,-122.37100000000001
47,13.573438996764546,47.6194,-122.15100000000001
48,13.017002861746503,47.6796,-122.301
49,14.115615150414612,47.4041,-122.45100000000001
50,12.337100907936577,47.4258,-122.322
51,12.751299696013497,47.4934,-122.189
52,13.304684934198283,47.6808,-122.384
53,13.279367126213993,47.6989,-122.369
54,13.732128949025222,47.6571,-122.281
55,13.693342923990066,47.6597,-122.29
56,12.58621994565405,47.3663,-122.11399999999999
57,12.614865543731012,47.3663,-122.12200000000001
58,13.765269341527528,47.588,-122.116
59,12.971540487669746,47.5059,-122.149
60,13.38472764187182,47.4336,-122.339
61,12.57418196709457,47.4366,-122.335
62,13.132313708257497,47.4428,-122.344
63,13.215853720491667,47.6765,-122.32
64,12.959844447906553,47.6113,-122.29700000000001
65,12.668626720622465,47.5747,-122.304
66,13.790192749979985,47.5815,-122.19200000000001
67,12.567237494741757,47.3378,-122.257
68,12.225875272826354,47.3621,-122.11
69,14.100689500197937,47.6303,-122.215
70,13.854731271117556,47.6525,-122.16
71,12.691580461311874,47.7362,-122.179
72,13.255144488638146,47.7168,-122.287
73,12.793859310432293,47.3608,-122.036
74,12.762827201184564,47.3511,-122.073
75,13.632188500836737,47.5822,-121.98700000000001
76,12.84792653170257,47.6034,-122.125
77,13.081541382884074,47.5636,-122.39399999999999
78,12.92391243868049,47.7073,-122.34
79,13.487006490992238,47.342,-122.025
80,12.873902018105829,47.3512,-122.008
81,12.793859310432293,47.349,-122.031
82,12.779873068457553,47.5474,-122.291
83,12.782686009834167,47.4811,-122.149
84,12.66032791780777,47.7264,-122.31
85,13.753635154246187,47.6337,-122.365
86,12.628067055589549,47.2909,-122.189
87,13.041153321978786,47.5228,-122.199
88,12.2783933071098,47.518,-122.194
89,12.721885810807203,47.5394,-122.387
90,12.402872221504781,47.2897,-122.37200000000001
91,13.9108207377686,47.6506,-122.391
92,11.938193200374572,47.321999999999996,-122.351
93,12.971540487669746,47.687,-122.38600000000001
94,13.458835614025542,47.687,-122.38600000000001
95,13.715690222682063,47.5873,-122.249
96,12.419165860990882,47.3576,-122.277
97,12.201060103706629,47.3036,-122.37799999999999
98,12.65714826489039,47.4109,-121.958
99,12.988831984779805,47.4838,-121.714
100,13.653967622617456,47.6415,-122.315
101,13.226723392728571,47.6775,-122.37200000000001
102,13.458764182902971,47.7731,-122.08
103,13.901688254205327,47.5814,-122.196
104,12.577636201962656,47.4375,-122.184
105,12.834681304952548,47.4431,-122.133
106,13.038981768465277,47.6878,-122.38
107,12.146853285870202,47.3813,-122.322
108,13.42984807715229,47.7304,-122.08200000000001
109,13.060487973686241,47.6417,-122.109
110,13.30092788532057,47.5386,-122.053
111,13.253391639810733,47.6823,-122.34899999999999
112,12.515393893085436,47.3624,-122.031
113,12.706696406811568,47.5474,-122.295
115,13.51508091268999,47.6981,-122.368
116,13.158695306651719,47.6824,-122.34700000000001
117,12.232836282799388,47.5009,-122.24799999999999
118,12.054086288532291,47.4965,-122.303
119,13.190022025878143,47.586999999999996,-122.294
120,13.399995114002609,47.7728,-122.38600000000001
121,12.877740794412995,47.7288,-122.226
122,12.886641043883259,47.6999,-122.36399999999999
123,13.005829561148378,47.5299,-122.266
124,13.554145793829866,47.6897,-122.098
125,14.187074114396758,47.6141,-122.212
126,13.005829561148378,47.5091,-122.244
127,12.468436909997665,47.3129,-122.39
128,13.620103761621664,47.6763,-122.352
130,12.26434155365415,47.2761,-122.152
131,13.400752402944518,47.5343,-122.054
132,13.572164299332545,47.696999999999996,-122.072
133,13.024190303426474,47.5517,-121.99799999999999
134,13.422467969854667,47.6734,-122.38
135,12.201060103706629,47.3257,-122.296
136,12.301382825334498,47.3309,-122.29899999999999
137,13.021437458814368,47.7689,-122.266
138,12.854483932248728,47.7135,-122.287
139,13.161487932088379,47.6722,-122.381
140,13.407542319637992,47.6338,-122.35799999999999
141,13.17628321939376,47.5707,-122.12799999999999
142,12.230765258120545,47.4563,-122.171
143,12.948009990259552,47.7144,-122.351
144,13.122363377404328,47.5495,-122.17399999999999
145,13.733758056092014,47.7421,-122.02600000000001
146,13.698976741708323,47.6354,-122.353
147,12.971540487669746,47.5262,-121.943
148,12.460714863903755,47.3887,-122.286
149,13.144124869185841,47.6873,-122.336
150,13.184718266151094,47.6838,-122.353
151,13.235692062711331,47.655,-122.359
152,12.55302548257067,47.3255,-122.304
153,14.626440774180603,47.562,-122.162
154,12.765688433465597,47.678999999999995,-122.3
155,12.2783933071098,47.4479,-122.176
156,13.38472764187182,47.525,-122.17200000000001
157,12.676076274775909,47.3135,-122.369
158,12.417143615610113,47.2086,-121.99600000000001
159,12.676076274775909,47.4715,-122.118
160,12.449018824140563,47.4877,-122.335
161,12.989974189358584,47.7171,-122.193
162,13.710150042306449,47.6012,-122.023
163,12.996800154428984,47.7319,-122.22399999999999
164,12.948009990259552,47.4582,-122.023
165,12.821258284620408,47.7209,-122.16799999999999
166,12.505992035646432,47.408,-122.32700000000001
167,13.601202855312463,47.565,-122.125
168,13.389332408258568,47.7028,-122.23100000000001
169,12.82530414313995,47.7458,-122.331
170,12.556729517143344,47.4776,-122.337
171,12.513557345278134,47.3026,-122.374
172,12.65395846952229,47.7658,-122.339
173,13.729407858910863,47.6477,-122.182
174,13.419500608626866,47.5619,-122.125
175,12.959844447906553,47.6106,-122.31
176,12.899094818276968,47.5868,-122.30799999999999
177,12.86099861326992,47.6101,-122.307
178,12.505992035646432,47.1976,-121.999
179,12.706847933442663,47.7224,-122.35799999999999
180,12.468436909997665,47.3505,-122.179
181,13.060487973686241,47.5384,-122.376
182,13.286181462633724,47.7044,-122.2
183,12.004568269319446,47.3848,-122.039
184,13.635187003832993,47.6993,-122.102
185,13.9108207377686,47.6627,-122.18799999999999
186,12.502466658583977,47.3099,-122.37899999999999
187,13.235692062711331,47.62,-122.04299999999999
188,13.329377546788654,47.65,-122.34
189,13.27968844210788,47.6647,-122.15299999999999
190,12.628067055589549,47.726000000000006,-122.191
191,12.0254496453718,47.4616,-122.184
192,13.591116224748411,47.5505,-122.219
193,12.89921982609012,47.7606,-122.336
194,12.345834587905333,47.7481,-122.3
195,12.456376007299998,47.2779,-122.34700000000001
196,12.955127458028414,47.5511,-122.31200000000001
197,13.049792684569493,47.5488,-122.37200000000001
198,12.994530005894443,47.5385,-121.911
199,12.86099861326992,47.4058,-121.994
200,12.254862809699606,47.5093,-122.184
201,12.601487417784837,47.3777,-122.165
202,13.060487973686241,47.675,-122.39399999999999
203,12.330500223905226,47.3025,-122.37
204,12.521795378137476,47.4787,-122.15799999999999
206,13.426755063419057,47.7073,-122.11399999999999
207,12.959844447906553,47.5733,-122.381
208,12.102100055147195,47.4604,-122.339
209,13.047639831208393,47.7067,-122.34299999999999
210,12.676076274775909,47.354,-122.04700000000001
211,13.346313003752748,47.6647,-122.28399999999999
212,13.292106151991423,47.6143,-122.01700000000001
213,13.049792684569493,47.3185,-122.275
214,13.075271769870477,47.5458,-122.26799999999999
215,12.542544882151386,47.4889,-122.29899999999999
216,14.227620208791107,47.5673,-122.21
217,13.007710936319127,47.5133,-122.37899999999999
218,13.883169206438088,47.5884,-122.291
219,13.054084536651034,47.7145,-122.367
220,13.438632906708023,47.5836,-122.02600000000001
221,12.54236629477704,47.398,-122.29899999999999
222,13.1749558275235,47.7663,-122.215
223,12.691580461311874,47.3758,-122.21700000000001
224,12.70076888736628,47.3828,-122.023
225,12.873902018105829,47.5123,-122.37299999999999
226,13.081437210791684,47.7076,-122.01299999999999
227,12.487296407920908,47.2922,-122.37100000000001
228,12.367340793126296,47.4075,-122.214
229,13.15483056754183,47.6794,-122.03399999999999
230,13.39239051461739,47.4497,-122.375
231,13.122363377404328,47.5218,-122.164
232,12.66032791780777,47.3103,-122.339
233,12.269047444691562,47.5687,-121.899
234,13.071070083016778,47.5575,-122.303
235,13.845069360205818,47.6489,-122.18299999999999
236,12.9384405392434,47.3459,-121.95
237,12.92391243868049,47.6136,-122.303
238,13.592367006650065,47.7641,-122.023
239,13.064734264567692,47.3376,-122.324
240,12.323855681186558,47.3173,-122.319
241,12.254862809699606,47.5308,-122.376
242,13.028052697933088,47.6727,-122.29899999999999
243,12.323855681186558,47.3221,-122.21600000000001
244,13.081541382884074,47.6779,-122.353
245,12.802158113246987,47.3076,-122.395
246,14.690979295318174,47.6338,-122.072
247,12.106252310247962,47.5218,-122.35700000000001
248,12.429216196844383,47.2785,-122.213
249,13.083622549087899,47.6846,-122.345
250,12.468436909997665,47.3656,-122.27799999999999
251,13.028052697933088,47.4369,-122.111
252,12.936033799212835,47.4616,-121.711
253,12.764258840656002,47.5405,-122.27
254,12.409013489526863,47.3507,-122.178
255,13.292106151991423,47.6979,-122.32
256,12.86099861326992,47.5278,-122.345
257,12.66032791780777,47.4756,-122.147
258,12.449018824140563,47.4437,-121.772
259,13.448785278172041,47.7048,-122.109
260,13.567049198665774,47.6362,-122.302
261,12.375815420117268,47.4207,-122.29
262,13.17115354157376,47.6154,-122.04700000000001
263,12.959844447906553,47.5964,-122.29899999999999
264,12.820987977820545,47.4683,-122.43799999999999
265,12.577636201962656,47.4045,-122.171
266,12.560244459250788,47.5544,-122.35799999999999
267,12.936033799212835,47.6802,-122.29
268,12.515393893085436,47.2988,-122.37100000000001
269,14.880221294956703,47.6312,-122.223
270,14.130321297804308,47.7285,-122.042
271,12.985397522331171,47.7107,-122.352
272,12.254862809699606,47.3271,-122.323
273,12.371587084007746,47.5053,-122.255
274,12.7098736543592,47.6601,-122.4
275,12.80765263256463,47.4145,-122.166
276,13.017002861746503,47.4672,-122.165
277,13.554145793829866,47.7618,-122.26100000000001
278,13.028052697933088,47.3828,-122.071
279,12.911642346088676,47.5362,-122.26799999999999
